participant,poste,session,round_number,understanding_faults,treatment,group_uid,paid_round,dictator,extraction,extraction_group,approbation,nb_approbation_yes_in_group,nb_approbation_no_in_group,approbation_group,extraction_dictateur,extraction_group_applied,extraction_applied,payoff,svo_group_uid,svo_choice_1,svo_choice_2,svo_choice_3,svo_choice_4,svo_choice_5,svo_choice_6,svo_mean_self,svo_mean_other,svo_score,svo_group_selected_choice,svo_group_selected_player,svo_group_selected_player_decision,svo_group_selected_player_payoff,svo_group_non_selected_player_payoff,NLE_nombre_cible,NLE_curseur_position,NLE_payoff,NLE_paid_decision,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_score,nep_1,nep_2,nep_3,nep_4,nep_5,nep_6,nep_7,nep_8,nep_9,nep_10,nep_11,nep_12,nep_13,nep_14,nep_15,nep_score,year_of_birth,gender,nationality,marital_status,student,study_level,study_discipline,socioprofessional_group,experiment_participation
lwd3fp9l,leem18,rpejdnjv,3,,0,rpejdnjv_6,,1,8.0,21.0,,,,,,,,204.0,rpejdnjv_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,5.0,2.0,0.0,100.0,50.0,68.02,64.76,2.84,,200.0,0.5,3.0,18.0,15.0,20.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,45.0,1994.0,1.0,FR,2.0,1.0,5.0,7.0,,1.0
z6p7eajj,leem14,rpejdnjv,3,,0,rpejdnjv_2,,0,4.0,18.0,,,,,,,,204.0,rpejdnjv_4,0.0,8.0,5.0,4.0,4.0,2.0,82.667,69.667,31.05,2.0,2.0,8.0,100.0,50.0,68.02,63.54,2.78,,1.0,0.5,2.0,4.0,15.0,20.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,59.0,2002.0,0.0,FR,0.0,1.0,1.0,6.0,,1.0
eh6ljriq,leem10,rpejdnjv,3,,0,rpejdnjv_1,,1,6.0,15.0,,,,,,,,271.0,rpejdnjv_9,4.0,5.0,3.0,7.0,2.0,2.0,84.5,54.833,7.974,3.0,1.0,3.0,63.0,94.0,68.02,51.44,2.17,,200.0,0.5,3.0,9.0,30.0,10.0,1.0,0.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,48.0,1994.0,0.0,DZ,0.0,1.0,5.0,16.0,,1.0
vmt5487m,leem17,rpejdnjv,3,,0,rpejdnjv_4,,1,7.0,22.0,,,,,,,,181.0,rpejdnjv_3,4.0,8.0,8.0,8.0,0.0,0.0,92.5,50.0,0.0,5.0,1.0,0.0,100.0,50.0,68.02,72.5,2.78,,200.0,10.0,2.0,4.0,8.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,46.0,2000.0,0.0,FR,0.0,1.0,3.0,15.0,,1.0
5jr55zaa,leem3,rpejdnjv,3,,0,rpejdnjv_1,,0,4.0,15.0,,,,,,,,231.0,rpejdnjv_8,0.0,8.0,8.0,3.0,0.0,8.0,86.333,70.5,29.433,3.0,2.0,8.0,85.0,85.0,68.02,58.24,2.51,,2.0,0.5,3.0,6.0,30.0,20.0,0.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,5.0,70.0,1996.0,0.0,FR,0.0,1.0,5.0,26.0,,1.0
nwik6h47,leem13,rpejdnjv,3,,0,rpejdnjv_5,,0,8.0,17.0,,,,,,,,276.0,rpejdnjv_7,0.0,8.0,8.0,8.0,4.0,8.0,85.833,65.833,23.838,5.0,2.0,0.0,100.0,50.0,68.02,75.63,2.62,,400.0,0.5,1.0,9.0,15.0,10.0,0.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,46.0,1997.0,1.0,FR,0.0,1.0,5.0,15.0,,1.0
zck3obfr,leem5,rpejdnjv,4,,0,rpejdnjv_5,,1,6.0,22.0,,,,,,,,177.0,rpejdnjv_5,0.0,8.0,8.0,3.0,4.0,8.0,82.167,74.667,37.482,6.0,1.0,0.0,100.0,50.0,77.42,83.78,2.68,,2.0,0.25,5.0,12.0,30.0,10.0,0.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0,4.0,2.0,3.0,58.0,1994.0,1.0,FR,0.0,1.0,6.0,17.0,,1.0
nkp7u01x,leem11,rpejdnjv,4,,0,rpejdnjv_3,,0,5.0,18.0,,,,,,,,217.0,rpejdnjv_9,0.0,8.0,8.0,7.0,0.0,0.0,91.833,57.667,10.386,3.0,1.0,3.0,63.0,94.0,77.42,73.73,2.82,,200.0,0.5,3.0,9.0,29.0,10.0,0.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,58.0,2000.0,0.0,BI,0.0,1.0,3.0,6.0,,1.0
pvcmlcbn,leem1,rpejdnjv,4,,0,rpejdnjv_6,,1,4.0,16.0,,,,,,,,222.0,rpejdnjv_3,0.0,8.0,8.0,5.0,0.0,8.0,87.833,67.0,24.196,5.0,1.0,0.0,100.0,50.0,77.42,79.98,2.87,,400.0,0.5,5.0,4.0,29.0,20.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,61.0,1999.0,1.0,DZ,0.0,1.0,2.0,12.0,,1.0
2nz72whh,leem4,rpejdnjv,4,,0,rpejdnjv_2,,0,6.0,17.0,,,,,,,,244.0,rpejdnjv_7,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,5.0,2.0,0.0,100.0,50.0,77.42,75.22,2.89,,2.0,0.25,5.0,3.0,31.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,52.0,1995.0,1.0,FR,0.0,1.0,3.0,6.0,,1.0
ya5a8sr3,leem9,rpejdnjv,4,,0,rpejdnjv_4,,0,6.0,22.0,,,,,,,,177.0,rpejdnjv_6,1.0,8.0,8.0,8.0,0.0,0.0,92.5,54.333,5.821,6.0,2.0,0.0,100.0,50.0,77.42,77.39,3.0,,400.0,0.5,3.0,6.0,15.0,10.0,0.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,56.0,1998.0,0.0,HT,0.0,1.0,2.0,0.0,,1.0
weolk6ul,leem16,rpejdnjv,4,,0,rpejdnjv_3,,0,6.0,18.0,,,,,,,,231.0,rpejdnjv_2,0.0,8.0,8.0,3.0,0.0,3.0,87.833,66.833,23.986,5.0,2.0,0.0,100.0,50.0,77.42,77.12,2.99,,200.0,0.5,8.0,6.0,15.0,20.0,0.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,3.0,5.0,59.0,1998.0,0.0,MA,0.0,1.0,5.0,11.0,,1.0
7kvnqzhv,leem8,rpejdnjv,4,,0,rpejdnjv_2,,1,4.0,17.0,,,,,,,,213.0,rpejdnjv_8,0.0,8.0,8.0,3.0,4.0,5.0,83.167,72.5,34.152,3.0,2.0,8.0,85.0,85.0,77.42,67.34,2.5,,200.0,0.5,3.0,9.0,30.0,10.0,0.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,46.0,1995.0,0.0,BJ,0.0,1.0,3.0,8.0,,0.0
ybkwbvii,leem6,rpejdnjv,4,,0,rpejdnjv_5,,0,6.0,22.0,,,,,,,,177.0,rpejdnjv_10,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,2.0,8.0,85.0,85.0,77.42,0.0,0.0,,60.0,5.5,2.0,2.0,30.0,10.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,53.0,1995.0,0.0,IT,0.0,1.0,5.0,6.0,,1.0
emg0d2w7,leem2,rpejdnjv,4,,0,rpejdnjv_6,,0,8.0,16.0,,,,,,,,294.0,rpejdnjv_10,0.0,8.0,8.0,6.0,0.0,5.0,89.5,63.0,18.217,3.0,2.0,8.0,85.0,85.0,77.42,79.84,2.88,,200.0,0.5,3.0,12.0,30.0,20.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,54.0,1992.0,0.0,CD,0.0,1.0,5.0,6.0,,1.0
wg2u2li2,leem12,rpejdnjv,4,,0,rpejdnjv_4,,1,6.0,22.0,,,,,,,,177.0,rpejdnjv_4,0.0,8.0,8.0,0.0,4.0,8.0,80.0,80.0,45.0,2.0,2.0,8.0,100.0,50.0,77.42,76.85,2.97,,2.0,0.5,5.0,4.0,29.0,20.0,1.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,66.0,1998.0,1.0,FR,0.0,1.0,4.0,2.0,,1.0
cf9sd7cr,leem7,rpejdnjv,4,,0,rpejdnjv_1,,0,5.0,17.0,,,,,,,,228.0,rpejdnjv_6,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,6.0,2.0,0.0,100.0,50.0,77.42,79.03,2.92,,200.0,0.5,3.0,9.0,15.0,10.0,0.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,3.0,2.0,5.0,69.0,1996.0,0.0,FR,0.0,1.0,5.0,26.0,,1.0
d3a3pcnp,leem15,rpejdnjv,4,,0,rpejdnjv_3,,1,7.0,18.0,,,,,,,,244.0,rpejdnjv_5,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,6.0,1.0,0.0,100.0,50.0,77.42,86.09,2.57,,2.0,0.25,5.0,4.0,15.0,20.0,0.0,6.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,5.0,59.0,1994.0,0.0,FR,0.0,0.0,5.0,2.0,5.0,1.0
lwd3fp9l,leem18,rpejdnjv,4,,0,rpejdnjv_6,,0,4.0,16.0,,,,,,,,222.0,rpejdnjv_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,5.0,2.0,0.0,100.0,50.0,77.42,72.64,2.76,,200.0,0.5,3.0,18.0,15.0,20.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,45.0,1994.0,1.0,FR,2.0,1.0,5.0,7.0,,1.0
z6p7eajj,leem14,rpejdnjv,4,,0,rpejdnjv_2,,0,7.0,17.0,,,,,,,,260.0,rpejdnjv_4,0.0,8.0,5.0,4.0,4.0,2.0,82.667,69.667,31.05,2.0,2.0,8.0,100.0,50.0,77.42,79.3,2.91,,1.0,0.5,2.0,4.0,15.0,20.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,59.0,2002.0,0.0,FR,0.0,1.0,1.0,6.0,,1.0
eh6ljriq,leem10,rpejdnjv,4,,0,rpejdnjv_1,,1,6.0,17.0,,,,,,,,244.0,rpejdnjv_9,4.0,5.0,3.0,7.0,2.0,2.0,84.5,54.833,7.974,3.0,1.0,3.0,63.0,94.0,77.42,72.1,2.73,,200.0,0.5,3.0,9.0,30.0,10.0,1.0,0.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,48.0,1994.0,0.0,DZ,0.0,1.0,5.0,16.0,,1.0
vmt5487m,leem17,rpejdnjv,4,,0,rpejdnjv_4,,0,10.0,22.0,,,,,,,,195.0,rpejdnjv_3,4.0,8.0,8.0,8.0,0.0,0.0,92.5,50.0,0.0,5.0,1.0,0.0,100.0,50.0,77.42,78.07,2.97,,200.0,10.0,2.0,4.0,8.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,46.0,2000.0,0.0,FR,0.0,1.0,3.0,15.0,,1.0
5jr55zaa,leem3,rpejdnjv,4,,0,rpejdnjv_1,,0,6.0,17.0,,,,,,,,244.0,rpejdnjv_8,0.0,8.0,8.0,3.0,0.0,8.0,86.333,70.5,29.433,3.0,2.0,8.0,85.0,85.0,77.42,69.38,2.6,,2.0,0.5,3.0,6.0,30.0,20.0,0.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,5.0,70.0,1996.0,0.0,FR,0.0,1.0,5.0,26.0,,1.0
nwik6h47,leem13,rpejdnjv,4,,0,rpejdnjv_5,,0,10.0,22.0,,,,,,,,195.0,rpejdnjv_7,0.0,8.0,8.0,8.0,4.0,8.0,85.833,65.833,23.838,5.0,2.0,0.0,100.0,50.0,77.42,84.87,2.63,,400.0,0.5,1.0,9.0,15.0,10.0,0.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,46.0,1997.0,1.0,FR,0.0,1.0,5.0,15.0,,1.0
zck3obfr,leem5,rpejdnjv,5,,0,rpejdnjv_5,,0,4.0,18.0,,,,,,,,204.0,rpejdnjv_5,0.0,8.0,8.0,3.0,4.0,8.0,82.167,74.667,37.482,6.0,1.0,0.0,100.0,50.0,47.95,48.05,3.0,,2.0,0.25,5.0,12.0,30.0,10.0,0.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0,4.0,2.0,3.0,58.0,1994.0,1.0,FR,0.0,1.0,6.0,17.0,,1.0
nkp7u01x,leem11,rpejdnjv,5,,0,rpejdnjv_3,,0,6.0,17.0,,,,,,,,244.0,rpejdnjv_9,0.0,8.0,8.0,7.0,0.0,0.0,91.833,57.667,10.386,3.0,1.0,3.0,63.0,94.0,47.95,50.36,2.88,,200.0,0.5,3.0,9.0,29.0,10.0,0.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,58.0,2000.0,0.0,BI,0.0,1.0,3.0,6.0,,1.0
pvcmlcbn,leem1,rpejdnjv,5,,0,rpejdnjv_6,,0,5.0,22.0,,,,,,,,172.0,rpejdnjv_3,0.0,8.0,8.0,5.0,0.0,8.0,87.833,67.0,24.196,5.0,1.0,0.0,100.0,50.0,47.95,48.32,2.98,,400.0,0.5,5.0,4.0,29.0,20.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,61.0,1999.0,1.0,DZ,0.0,1.0,2.0,12.0,,1.0
2nz72whh,leem4,rpejdnjv,5,,0,rpejdnjv_2,,0,7.0,17.0,,,,,,,,260.0,rpejdnjv_7,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,5.0,2.0,0.0,100.0,50.0,47.95,48.05,3.0,,2.0,0.25,5.0,3.0,31.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,52.0,1995.0,1.0,FR,0.0,1.0,3.0,6.0,,1.0
ya5a8sr3,leem9,rpejdnjv,5,,0,rpejdnjv_4,,0,4.0,14.0,,,,,,,,240.0,rpejdnjv_6,1.0,8.0,8.0,8.0,0.0,0.0,92.5,54.333,5.821,6.0,2.0,0.0,100.0,50.0,47.95,46.82,2.94,,400.0,0.5,3.0,6.0,15.0,10.0,0.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,56.0,1998.0,0.0,HT,0.0,1.0,2.0,0.0,,1.0
weolk6ul,leem16,rpejdnjv,5,,0,rpejdnjv_3,,0,5.0,17.0,,,,,,,,228.0,rpejdnjv_2,0.0,8.0,8.0,3.0,0.0,3.0,87.833,66.833,23.986,5.0,2.0,0.0,100.0,50.0,47.95,50.9,2.85,,200.0,0.5,8.0,6.0,15.0,20.0,0.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,3.0,5.0,59.0,1998.0,0.0,MA,0.0,1.0,5.0,11.0,,1.0
7kvnqzhv,leem8,rpejdnjv,5,,0,rpejdnjv_2,,1,5.0,17.0,,,,,,,,228.0,rpejdnjv_8,0.0,8.0,8.0,3.0,4.0,5.0,83.167,72.5,34.152,3.0,2.0,8.0,85.0,85.0,47.95,48.86,2.95,,200.0,0.5,3.0,9.0,30.0,10.0,0.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,46.0,1995.0,0.0,BJ,0.0,1.0,3.0,8.0,,0.0
ybkwbvii,leem6,rpejdnjv,5,,0,rpejdnjv_5,,1,8.0,18.0,,,,,,,,258.0,rpejdnjv_10,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,2.0,8.0,85.0,85.0,47.95,36.63,2.43,,60.0,5.5,2.0,2.0,30.0,10.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,53.0,1995.0,0.0,IT,0.0,1.0,5.0,6.0,,1.0
emg0d2w7,leem2,rpejdnjv,5,,0,rpejdnjv_6,,1,7.0,22.0,,,,,,,,181.0,rpejdnjv_10,0.0,8.0,8.0,6.0,0.0,5.0,89.5,63.0,18.217,3.0,2.0,8.0,85.0,85.0,47.95,48.05,3.0,,200.0,0.5,3.0,12.0,30.0,20.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,54.0,1992.0,0.0,CD,0.0,1.0,5.0,6.0,,1.0
wg2u2li2,leem12,rpejdnjv,5,,0,rpejdnjv_4,,0,4.0,14.0,,,,,,,,240.0,rpejdnjv_4,0.0,8.0,8.0,0.0,4.0,8.0,80.0,80.0,45.0,2.0,2.0,8.0,100.0,50.0,47.95,51.31,2.83,,2.0,0.5,5.0,4.0,29.0,20.0,1.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,66.0,1998.0,1.0,FR,0.0,1.0,4.0,2.0,,1.0
cf9sd7cr,leem7,rpejdnjv,5,,0,rpejdnjv_1,,0,6.0,19.0,,,,,,,,217.0,rpejdnjv_6,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,6.0,2.0,0.0,100.0,50.0,47.95,50.49,2.87,,200.0,0.5,3.0,9.0,15.0,10.0,0.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,3.0,2.0,5.0,69.0,1996.0,0.0,FR,0.0,1.0,5.0,26.0,,1.0
d3a3pcnp,leem15,rpejdnjv,5,,0,rpejdnjv_3,,1,6.0,17.0,,,,,,,,244.0,rpejdnjv_5,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,6.0,1.0,0.0,100.0,50.0,47.95,51.58,2.82,,2.0,0.25,5.0,4.0,15.0,20.0,0.0,6.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,5.0,59.0,1994.0,0.0,FR,0.0,0.0,5.0,2.0,5.0,1.0
lwd3fp9l,leem18,rpejdnjv,5,,0,rpejdnjv_6,,0,10.0,22.0,,,,,,,,195.0,rpejdnjv_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,5.0,2.0,0.0,100.0,50.0,47.95,42.07,2.71,,200.0,0.5,3.0,18.0,15.0,20.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,45.0,1994.0,1.0,FR,2.0,1.0,5.0,7.0,,1.0
z6p7eajj,leem14,rpejdnjv,5,,0,rpejdnjv_2,,0,5.0,17.0,,,,,,,,228.0,rpejdnjv_4,0.0,8.0,5.0,4.0,4.0,2.0,82.667,69.667,31.05,2.0,2.0,8.0,100.0,50.0,47.95,48.05,3.0,,1.0,0.5,2.0,4.0,15.0,20.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,59.0,2002.0,0.0,FR,0.0,1.0,1.0,6.0,,1.0
eh6ljriq,leem10,rpejdnjv,5,,0,rpejdnjv_1,,0,9.0,19.0,,,,,,,,251.0,rpejdnjv_9,4.0,5.0,3.0,7.0,2.0,2.0,84.5,54.833,7.974,3.0,1.0,3.0,63.0,94.0,47.95,49.41,2.93,,200.0,0.5,3.0,9.0,30.0,10.0,1.0,0.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,48.0,1994.0,0.0,DZ,0.0,1.0,5.0,16.0,,1.0
vmt5487m,leem17,rpejdnjv,5,,0,rpejdnjv_4,,1,6.0,14.0,,,,,,,,285.0,rpejdnjv_3,4.0,8.0,8.0,8.0,0.0,0.0,92.5,50.0,0.0,5.0,1.0,0.0,100.0,50.0,47.95,49.54,2.92,,200.0,10.0,2.0,4.0,8.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,46.0,2000.0,0.0,FR,0.0,1.0,3.0,15.0,,1.0
5jr55zaa,leem3,rpejdnjv,5,,0,rpejdnjv_1,,1,4.0,19.0,,,,,,,,195.0,rpejdnjv_8,0.0,8.0,8.0,3.0,0.0,8.0,86.333,70.5,29.433,3.0,2.0,8.0,85.0,85.0,47.95,46.28,2.92,,2.0,0.5,3.0,6.0,30.0,20.0,0.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,5.0,70.0,1996.0,0.0,FR,0.0,1.0,5.0,26.0,,1.0
nwik6h47,leem13,rpejdnjv,5,,0,rpejdnjv_5,,0,6.0,18.0,,,,,,,,231.0,rpejdnjv_7,0.0,8.0,8.0,8.0,4.0,8.0,85.833,65.833,23.838,5.0,2.0,0.0,100.0,50.0,47.95,50.49,2.87,,400.0,0.5,1.0,9.0,15.0,10.0,0.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,46.0,1997.0,1.0,FR,0.0,1.0,5.0,15.0,,1.0
zck3obfr,leem5,rpejdnjv,6,,0,rpejdnjv_5,,0,4.0,22.0,,,,,,,,168.0,rpejdnjv_5,0.0,8.0,8.0,3.0,4.0,8.0,82.167,74.667,37.482,6.0,1.0,0.0,100.0,50.0,16.33,5.11,2.44,,2.0,0.25,5.0,12.0,30.0,10.0,0.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0,4.0,2.0,3.0,58.0,1994.0,1.0,FR,0.0,1.0,6.0,17.0,,1.0
nkp7u01x,leem11,rpejdnjv,6,,0,rpejdnjv_3,,0,6.0,19.0,,,,,,,,217.0,rpejdnjv_9,0.0,8.0,8.0,7.0,0.0,0.0,91.833,57.667,10.386,3.0,1.0,3.0,63.0,94.0,16.33,13.26,2.85,,200.0,0.5,3.0,9.0,29.0,10.0,0.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,58.0,2000.0,0.0,BI,0.0,1.0,3.0,6.0,,1.0
pvcmlcbn,leem1,rpejdnjv,6,,0,rpejdnjv_6,,0,3.0,21.0,,,,,,,,170.0,rpejdnjv_3,0.0,8.0,8.0,5.0,0.0,8.0,87.833,67.0,24.196,5.0,1.0,0.0,100.0,50.0,16.33,15.17,2.94,,400.0,0.5,5.0,4.0,29.0,20.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,61.0,1999.0,1.0,DZ,0.0,1.0,2.0,12.0,,1.0
2nz72whh,leem4,rpejdnjv,6,,0,rpejdnjv_2,,1,5.0,16.0,,,,,,,,240.0,rpejdnjv_7,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,5.0,2.0,0.0,100.0,50.0,16.33,9.19,2.64,,2.0,0.25,5.0,3.0,31.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,52.0,1995.0,1.0,FR,0.0,1.0,3.0,6.0,,1.0
ya5a8sr3,leem9,rpejdnjv,6,,0,rpejdnjv_4,,1,5.0,18.0,,,,,,,,217.0,rpejdnjv_6,1.0,8.0,8.0,8.0,0.0,0.0,92.5,54.333,5.821,6.0,2.0,0.0,100.0,50.0,16.33,18.02,2.92,,400.0,0.5,3.0,6.0,15.0,10.0,0.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,56.0,1998.0,0.0,HT,0.0,1.0,2.0,0.0,,1.0
weolk6ul,leem16,rpejdnjv,6,,0,rpejdnjv_3,,0,8.0,19.0,,,,,,,,240.0,rpejdnjv_2,0.0,8.0,8.0,3.0,0.0,3.0,87.833,66.833,23.986,5.0,2.0,0.0,100.0,50.0,16.33,17.07,2.96,,200.0,0.5,8.0,6.0,15.0,20.0,0.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,3.0,5.0,59.0,1998.0,0.0,MA,0.0,1.0,5.0,11.0,,1.0
7kvnqzhv,leem8,rpejdnjv,6,,0,rpejdnjv_2,,0,3.0,16.0,,,,,,,,204.0,rpejdnjv_8,0.0,8.0,8.0,3.0,4.0,5.0,83.167,72.5,34.152,3.0,2.0,8.0,85.0,85.0,16.33,12.86,2.83,,200.0,0.5,3.0,9.0,30.0,10.0,0.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,46.0,1995.0,0.0,BJ,0.0,1.0,3.0,8.0,,0.0
ybkwbvii,leem6,rpejdnjv,6,,0,rpejdnjv_5,,1,10.0,22.0,,,,,,,,195.0,rpejdnjv_10,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,2.0,8.0,85.0,85.0,16.33,3.75,2.37,,60.0,5.5,2.0,2.0,30.0,10.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,53.0,1995.0,0.0,IT,0.0,1.0,5.0,6.0,,1.0
emg0d2w7,leem2,rpejdnjv,6,,0,rpejdnjv_6,,0,8.0,21.0,,,,,,,,204.0,rpejdnjv_10,0.0,8.0,8.0,6.0,0.0,5.0,89.5,63.0,18.217,3.0,2.0,8.0,85.0,85.0,16.33,59.19,0.86,,200.0,0.5,3.0,12.0,30.0,20.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,54.0,1992.0,0.0,CD,0.0,1.0,5.0,6.0,,1.0
